spec_id,iteration_idx,direction,threshold,n_regimes,signal_duty_cycle,mean_duration_ticks,wr,expectancy_bps,net_exp_bps_at_23fee,deployable_at_28,n_sessions,elapsed_sec
iter000_ask_wall_reversion,0,long_if_neg,2.0,6375,0.12850100166910886,19.775372549019608,0.45931558935361216,-0.24981273614737523,-23.249812736147376,False,6,113.18835973739624
iter000_full_book_consensus,0,long_if_pos,0.5,4996,0.24857595871859722,47.729183346677345,0.9750105887335875,3.839566486712215,-19.160433513287785,False,6,35.43087315559387
iter000_trade_flow_exhaustion,0,long_if_neg,2.5,11132,0.0249500184437547,2.1995149119655046,0.5070603337612324,0.012522559146993165,-22.987477440853006,False,6,112.26532363891602
iter000_trade_flow_plus_obi,0,long_if_pos,2.5,13276,0.030041921329743763,2.2206990057246156,0.49393203883495146,-0.004412629923199835,-23.0044126299232,False,6,114.04617857933044
iter001_ask_wall_reversion_tight,1,long_if_neg,2.5,4396,0.06697834234461901,14.94358507734304,0.4675925925925926,-0.2208023556993358,-23.220802355699337,False,6,112.3437328338623
iter001_full_book_consensus_tight_h20,1,long_if_pos,0.5,4499,0.19624053101709665,41.58613025116693,0.9797608095676172,3.9152478205613175,-19.08475217943868,False,6,33.9228138923645
iter001_trade_flow_exhaustion_tight_h1,1,long_if_neg,3.0,9073,0.019722589625438932,2.133252507439656,0.5107604017216643,0.01799153183483667,-22.982008468165162,False,6,111.46782398223877
iter001_trade_flow_obi_inverted_h100,1,long_if_neg,2.5,13276,0.030041921329743763,2.2206990057246156,0.5060679611650486,0.004412629923199835,-22.9955873700768,False,6,113.70352458953857
iter002_deep_book_divergence,2,long_if_neg,0.6,7536,0.4403115262257964,56.589171974522294,0.7826757090012331,1.9418105158949543,-21.058189484105046,False,6,49.65371012687683
iter002_spread_discounted_obi,2,long_if_pos,0.4,2600,0.03564841516178536,13.455,0.46942148760330576,-0.000673408441342557,-23.000673408441344,False,6,29.62530779838562
iter003_ask_wall_neutral_bbo,3,long_if_neg,0.5,1682,0.030769481598023972,17.95243757431629,0.5958904109589042,0.17345274791225482,-22.826547252087746,False,6,111.62728214263916
iter003_obi1_baseline,3,long_if_pos,0.4,7070,0.49534626366213486,67.05091937765205,0.4956807897984369,0.1047448639858889,-22.89525513601411,False,6,28.562681913375854
iter003_obi_shape_modulated,3,long_if_pos,0.4,7065,0.43125370658329953,59.86978060863411,0.4887550200803213,0.04570674558983971,-22.95429325441016,False,6,29.28751492500305
iter003_trifecta_consensus,3,long_if_pos,0.5,2517,0.05110754237478117,19.926499801350815,0.9567307692307693,1.1855885237925519,-21.814411476207447,False,6,40.117151737213135
iter004_ask_wall_reversion_flow_confirm,4,long_if_neg,0.5,2664,0.007158418605978222,2.637012012012012,0.6818181818181818,0.10255964375809394,-22.897440356241905,False,6,116.5688591003418
iter004_deep_book_vs_bbo_divergence,4,long_if_neg,0.8,6788,0.30642718996659746,44.119328226281674,0.8172604422604423,2.4096513944613207,-20.59034860553868,False,6,49.11233878135681
iter004_obi1_baseline_tight,4,long_if_pos,0.6,6952,0.3109545712998873,42.44505178365938,0.5104947526236882,0.2165631655742087,-22.783436834425792,False,6,28.15888810157776
iter004_obi_shape_modulated_tight,4,long_if_pos,0.5,6954,0.329743764278625,46.50014380212827,0.4904507257448434,0.0899041752012338,-22.910095824798766,False,6,29.052261114120483
iter005_ask_wall_reversion_low_vol,5,long_if_neg,0.5,477,0.009656986922257027,19.867924528301888,0.8181818181818182,0.21838470129437845,-22.78161529870562,False,6,113.08652591705322
iter005_bbo_divergence_snapback,5,long_if_pos,0.8,6788,0.30642718996659746,44.119328226281674,0.18273955773955775,-2.4096513944613207,-25.40965139446132,False,6,49.125486850738525
iter005_flow_book_disagreement,5,long_if_neg,0.5,551,0.0010699415710003037,1.9056261343012704,0.85,0.5678870720881677,-22.43211292791183,False,6,112.46331214904785
iter005_obi1_long_horizon,5,long_if_pos,0.6,6952,0.3109545712998873,42.44505178365938,0.5104947526236882,0.2165631655742087,-22.783436834425792,False,6,28.751293182373047
iter006_ask_wall_momentum_filtered,6,long_if_neg,0.5,1840,0.0279540067783346,14.909239130434782,0.9183673469387755,0.9103947693947471,-22.089605230605255,False,6,111.55666875839233
iter006_bbo_divergence_thin_book,6,long_if_pos,0.5,1353,0.02445784532109456,17.716186252771617,0.9789473684210527,3.606762252139822,-19.393237747860177,False,6,49.14191675186157
iter007_ask_wall_reversion_long_h,7,long_if_neg,0.5,1840,0.0279540067783346,14.909239130434782,0.9183673469387755,0.9103947693947471,-22.089605230605255,False,6,111.69170308113098
iter007_bbo_divergence_low_vol,7,long_if_pos,0.5,230,0.011767319297058577,50.20434782608696,0.972972972972973,4.7232743414288745,-18.276725658571124,False,6,50.40586066246033
iter007_flow_exhaustion_momentum_confirm,7,long_if_neg,0.5,4404,0.010303027832746734,2.2958673932788374,0.8536585365853658,0.3554722521466345,-22.644527747853367,False,6,110.94203019142151
iter007_obi_deep_book_consensus,7,long_if_pos,0.5,3984,0.1519826526806622,36.53413654618474,0.9801223241590215,3.9213988663740196,-19.07860113362598,False,6,32.329540967941284
iter008_bbo_divergence_tight,8,long_if_pos,0.9,6363,0.24848017347319337,38.162030488763165,0.16773985833869928,-2.5638903109140525,-25.563890310914054,False,6,48.533123254776
iter008_flow_exhaustion_extreme,8,long_if_neg,3.0,9073,0.019722589625438932,2.133252507439656,0.5107604017216643,0.01799153183483667,-22.982008468165162,False,6,110.86312317848206
iter008_trifecta_reversion,8,long_if_neg,0.5,69,0.00012533601260289272,1.7826086956521738,1.0,0.4431490308350445,-22.556850969164955,False,6,112.44516921043396
iter009_bbo_divergence_long_h,9,long_if_pos,0.9,6363,0.24848017347319337,38.162030488763165,0.16773985833869928,-2.5638903109140525,-25.563890310914054,False,6,48.56950044631958
iter009_deep_book_consensus_low_vol,9,long_if_pos,0.5,1012,0.12372498629455797,119.9792490118577,0.975,3.920483702539303,-19.079516297460696,False,6,40.36408066749573
iter009_flow_exhaustion_super_extreme,9,long_if_neg,3.5,7611,0.016016515821888355,2.065168834581527,0.5217391304347826,0.03379104260947223,-22.966208957390528,False,6,111.90638208389282
iter009_wall_meets_flow_reversion,9,long_if_neg,0.5,886,0.0020807816076024955,2.304740406320542,0.975,0.6797029805086681,-22.32029701949133,False,6,113.5417468547821
iter010_ask_wall_reversion_isolated,10,long_if_neg,2.5,4396,0.06697834234461901,14.94358507734304,0.4675925925925926,-0.2208023556993358,-23.220802355699337,False,6,111.739417552948
iter010_bbo_divergence_optimal_h,10,long_if_pos,1.0,5707,0.18838410291003727,32.21464867706326,0.15212142117971714,-2.757597639905349,-25.75759763990535,False,6,49.39180850982666
iter010_deep_book_consensus_unfiltered,10,long_if_pos,0.5,4499,0.19624053101709665,41.58613025116693,0.9797608095676172,3.9152478205613175,-19.08475217943868,False,6,33.21272015571594
iter010_flow_exhaustion_4sigma,10,long_if_neg,4.0,6520,0.013363060725807603,2.0113496932515336,0.5263157894736842,0.040439550291129785,-22.95956044970887,False,6,111.45190715789795
iter011_ask_wall_reversion_extreme,11,long_if_neg,3.0,3169,0.0377047409620507,11.673714105396025,0.4574468085106383,-0.2669092881460154,-23.266909288146014,False,6,112.56684756278992
iter011_bbo_divergence_high_vol,11,long_if_pos,1.0,4344,0.0629482290938512,14.220764272559853,0.15002124946876327,-2.7737871455880305,-25.77378714558803,False,6,87.66159772872925
iter011_deep_book_consensus_tight,11,long_if_pos,0.5,3984,0.1519826526806622,36.53413654618474,0.9801223241590215,3.9213988663740196,-19.07860113362598,False,6,32.29721140861511
iter012_ask_wall_reversion_longh,12,long_if_neg,3.0,3169,0.0377047409620507,11.673714105396025,0.4574468085106383,-0.2669092881460154,-23.266909288146014,False,6,111.55232691764832
iter012_flow_exhaustion_deep_confirm,12,long_if_neg,0.5,365,0.0007092184127773442,1.906849315068493,0.8372093023255814,0.6012510872562538,-22.398748912743745,False,6,112.55731010437012
iter013_ask_wall_reversion_tighter,13,long_if_neg,3.5,2425,0.022850894980649343,9.24618556701031,0.47911547911547914,-0.20244543983672836,-23.20244543983673,False,6,111.05148792266846
iter013_bbo_divergence_patient_liquidity,13,long_if_pos,0.5,972,0.01048033243594107,10.581275720164609,0.9748427672955975,3.791285360047813,-19.208714639952188,False,6,48.123356103897095
iter014_ask_wall_reversion_longh_extreme,14,long_if_neg,4.0,1854,0.01456750923716223,7.709277238403452,0.4570446735395189,-0.31593938524094467,-23.315939385240945,False,6,112.18974590301514
iter014_bbo_divergence_low_vol,14,long_if_pos,0.9,1991,0.172199453412706,84.41285786037167,0.19111111111111112,-1.9788408453267614,-24.97884084532676,False,6,87.46764183044434
iter014_bbo_push_vs_ask_wall,14,long_if_pos,0.5,6805,0.28445568505811314,39.968993387215285,0.5477560414269275,0.524721797782565,-22.475278202217435,False,6,28.732683420181274
iter014_flow_exhaustion_deep_disagree,14,long_if_neg,0.5,278,0.0005543316329753954,1.9568345323741008,0.8181818181818182,0.5879565868717439,-22.412043413128256,False,6,111.38217115402222
iter015_bbo_push_vs_ask_wall_tight,15,long_if_pos,0.6,6507,0.20034808765776543,30.125096050407254,0.5767918088737202,0.7129741386856958,-22.287025861314305,False,6,28.79502534866333
iter015_deep_book_reversion,15,long_if_neg,0.3,1505,0.761319472325197,428.4152823920266,0.4841168996188056,0.43014873090657096,-22.56985126909343,False,6,47.48530459403992
iter015_dual_exhaustion_reversion,15,long_if_neg,0.5,301,0.0006175091352630324,2.0132890365448506,0.9795918367346939,1.3010617548118437,-21.698938245188156,False,6,114.78668117523193
iter015_high_conviction_consensus,15,long_if_pos,0.5,149,0.006080325099198869,40.04697986577181,0.972972972972973,4.482897610086488,-18.51710238991351,False,6,50.08734464645386
iter016_ask_wall_reversion_simple,16,long_if_neg,2.5,4396,0.06697834234461901,14.94358507734304,0.4675925925925926,-0.2208023556993358,-23.220802355699337,False,6,111.83618402481079
iter016_bbo_push_vs_ask_wall_extreme,16,long_if_pos,0.7,6088,0.13033111125150557,21.003120893561103,0.6569972559780478,1.2621431103209941,-21.737856889679005,False,6,28.962342023849487
iter016_consensus_unfiltered,16,long_if_pos,0.5,1094,0.01634870720488464,14.6654478976234,0.98,3.9699178591580537,-19.030082140841948,False,6,49.2562358379364
iter016_deep_book_reversion_short_h,16,long_if_neg,0.3,1505,0.761319472325197,428.4152823920266,0.4841168996188056,0.43014873090657096,-22.56985126909343,False,6,47.76047420501709
iter017_ask_wall_reversion_extreme,17,long_if_neg,3.0,3169,0.0377047409620507,11.673714105396025,0.4574468085106383,-0.2669092881460154,-23.266909288146014,False,6,112.37657356262207
iter017_bbo_push_vs_ask_wall_long_h,17,long_if_pos,0.7,6088,0.13033111125150557,21.003120893561103,0.6569972559780478,1.2621431103209941,-21.737856889679005,False,6,29.260918617248535
iter017_consensus_unfiltered_tight,17,long_if_pos,0.5,778,0.011146753185878402,14.060411311053985,0.9758454106280193,4.155055365439287,-18.84494463456071,False,6,49.273367404937744
iter017_deep_book_reversion_long_h,17,long_if_neg,0.3,1505,0.761319472325197,428.4152823920266,0.4841168996188056,0.43014873090657096,-22.56985126909343,False,6,47.95081186294556
iter018_consensus_high_vol,18,long_if_pos,0.5,710,0.0071227538869448785,9.845070422535212,0.9757412398921833,3.917728929787261,-19.08227107021274,False,6,49.22855567932129
iter019_consensus_low_vol,19,long_if_pos,0.5,89,0.004023999298933522,44.37078651685393,0.9767441860465116,5.06792735014394,-17.93207264985606,False,6,50.10800886154175
iter019_consensus_revert,19,long_if_pos,0.5,778,0.011146753185878402,14.060411311053985,0.9758454106280193,4.155055365439287,-18.84494463456071,False,6,49.48214030265808
iter019_dual_exhaustion_reversion,19,long_if_neg,0.5,301,0.0006175091352630324,2.0132890365448506,0.9795918367346939,1.3010617548118437,-21.698938245188156,False,6,115.14114379882812
iter020_consensus_revert_long_h,20,long_if_pos,0.5,778,0.011146753185878402,14.060411311053985,0.9758454106280193,4.155055365439287,-18.84494463456071,False,6,49.19524574279785
iter021_ask_wall_flow_disagreement,21,long_if_neg,0.5,1320,0.003369806452664766,2.5053030303030304,0.944954128440367,0.5914209306089193,-22.40857906939108,False,6,115.10759234428406
iter021_dual_flow_consensus,21,long_if_pos,0.5,1807,0.0024272388782121176,1.318206972883232,0.3333333333333333,-0.16293721074907014,-23.16293721074907,False,6,105.37618684768677
iter021_shape_filtered_obi,21,long_if_pos,0.5,4990,0.10250549746169099,20.15931863727455,0.9750949767834529,3.696344419885308,-19.303655580114693,False,6,28.220380067825317
iter022_ask_wall_disagreement_tight,22,long_if_neg,0.5,2073,0.012393999360073042,5.86734201640135,0.8511904761904762,0.4886556091905391,-22.511344390809462,False,6,113.91902542114258
iter022_ofi_proxy_exhaustion,22,long_if_neg,2.0,4332,0.005148966436442414,1.1664358264081256,0.7043478260869566,0.08898218839056016,-22.91101781160944,False,6,100.74795699119568
iter022_shape_filtered_obi_tight,22,long_if_pos,0.5,4447,0.07007098298079607,15.463233640656622,0.9791666666666666,3.8369521051366258,-19.163047894863375,False,6,28.242000579833984
iter022_trade_flow_exhaustion,22,long_if_neg,2.0,16748,0.03875532168557576,2.270898017673752,0.5174973488865323,0.01992967007221883,-22.98007032992778,False,6,100.93115496635437
iter023_ask_wall_disagreement_tighter,23,long_if_neg,0.5,353,0.0008325164414354744,2.314447592067989,0.5416666666666666,0.13078155777294,-22.86921844222706,False,6,112.85517573356628
iter023_shape_filtered_obi_long_h,23,long_if_pos,0.5,4447,0.07007098298079607,15.463233640656622,0.9791666666666666,3.8369521051366258,-19.163047894863375,False,6,28.576622009277344
iter023_trade_flow_exhaustion_tight,23,long_if_neg,2.5,13044,0.029179854121109235,2.195338853112542,0.5127582017010935,0.01833492950100599,-22.981665070498995,False,6,101.64910387992859
iter024_ask_wall_isolated_extreme,24,long_if_neg,3.5,2425,0.022850894980649343,9.24618556701031,0.47911547911547914,-0.20244543983672836,-23.20244543983673,False,6,111.61319303512573
iter024_shape_filtered_obi_very_long_h,24,long_if_pos,0.5,4447,0.07007098298079607,15.463233640656622,0.9791666666666666,3.8369521051366258,-19.163047894863375,False,6,27.939855098724365
iter024_trade_flow_exhaustion_extreme,24,long_if_neg,3.0,10643,0.022900825587296024,2.11162266278305,0.5247252747252747,0.03757884205829963,-22.9624211579417,False,6,100.78272104263306
